2598.92;2074.87;76.65;127.14;290.00;;243.47
2580.72;2093.07;76.11;127.14;290.00;;243.47
2562.37;2111.42;75.57;127.14;290.00;;243.47
2543.85;2129.94;75.03;127.14;290.00;;243.47
2525.17;2148.62;74.48;127.14;290.00;;243.47
2506.33;2167.46;73.92;127.14;290.00;;243.47
2487.32;2186.47;73.36;127.14;290.00;;243.47
2468.14;2205.65;72.79;127.14;290.00;;243.47
2448.80;2224.99;72.22;127.14;290.00;;243.47
						
2429.28;2244.51;71.65;127.14;290.00;;243.47
2409.60;2264.19;71.07;127.14;290.00;;243.47
2389.74;2284.05;70.48;127.14;290.00;;243.47
2369.71;2304.08;69.89;127.14;290.00;;243.47
2349.50;2324.29;69.29;127.14;290.00;;243.47
2329.12;2344.67;68.69;127.14;290.00;;243.47
2308.56;2365.23;68.09;127.14;290.00;;243.47
2287.81;2385.98;67.48;127.14;290.00;;243.47
2266.89;2406.90;66.86;127.14;290.00;;243.47
2245.78;2428.01;66.24;127.14;290.00;;243.47
2224.49;2449.30;65.61;127.14;290.00;;243.47
2203.00;2470.79;64.97;127.14;290.00;;243.47
						
2181.34;2492.45;64.33;127.14;290.00;;243.47
2159.48;2514.31;63.69;127.14;290.00;;243.47
2137.43;2536.36;63.04;127.14;290.00;;243.47
2115.18;2558.61;62.38;127.14;290.00;;243.47
2092.74;2581.05;61.72;127.14;290.00;;243.47
2070.11;2603.68;61.05;127.14;290.00;;243.47
2047.27;2626.52;60.38;127.14;290.00;;243.47
2024.24;2649.55;59.70;127.14;290.00;;243.47
2001.00;2672.79;59.02;127.14;290.00;;243.47
1977.56;2696.23;58.32;127.14;290.00;;243.47
1953.91;2719.88;57.63;127.14;290.00;;243.47
1930.06;2743.73;56.92;127.14;290.00;;243.47
						
1906.00;2767.79;56.21;127.14;290.00;;243.47
1881.72;2792.07;55.50;127.14;290.00;;243.47
1857.24;2816.55;54.78;127.14;290.00;;243.47
1832.54;2841.25;54.05;127.14;290.00;;243.47
1807.62;2866.17;53.31;127.14;290.00;;243.47
1782.48;2891.31;52.57;127.14;290.00;;243.47
1757.12;2916.67;51.82;127.14;290.00;;243.47
1731.54;2942.25;51.07;127.14;290.00;;243.47
1705.74;2968.05;50.31;127.14;290.00;;243.47
1679.71;2994.08;49.54;127.14;290.00;;243.47
1653.45;3020.34;48.77;127.14;290.00;;243.47
1626.96;3046.83;47.98;127.14;290.00;;243.47
						
1600.24;3073.55;47.20;127.14;290.00;;243.47
1573.29;3100.50;46.40;127.14;290.00;;243.47
1546.10;3127.69;45.60;127.14;290.00;;243.47
1518.67;3155.12;44.79;127.14;290.00;;243.47
1490.99;3182.80;43.97;127.14;290.00;;243.47
1463.08;3210.71;43.15;127.14;290.00;;243.47
1434.92;3238.87;42.32;127.14;290.00;;243.47
1406.52;3267.27;41.48;127.14;290.00;;243.47
1377.86;3295.93;40.64;127.14;290.00;;243.47
1348.96;3324.83;39.79;127.14;290.00;;243.47
1319.80;3353.99;38.93;127.14;290.00;;243.47
1290.38;3383.41;38.06;127.14;290.00;;243.47
						
1260.71;3413.08;37.18;127.14;290.00;;243.47
1230.78;3443.01;36.30;127.14;290.00;;243.47
1200.58;3473.21;35.41;127.14;290.00;;243.47
1170.12;3503.67;34.51;127.14;290.00;;243.47
1139.39;3534.40;33.60;127.14;290.00;;243.47
1108.40;3565.39;32.69;127.14;290.00;;243.47
1077.13;3596.66;31.77;127.14;290.00;;243.47
1045.59;3628.20;30.84;127.14;290.00;;243.47
1013.77;3660.02;29.90;127.14;290.00;;243.47
981.67;3692.12;28.95;127.14;290.00;;243.47
949.29;3724.50;28.00;127.14;290.00;;243.47
916.62;3757.17;27.03;127.14;290.00;;243.47
						
883.67;3790.12;26.06;127.14;290.00;;243.47
850.43;3823.36;25.08;127.14;290.00;;243.47
816.90;3856.89;24.09;127.14;290.00;;243.47
783.08;3890.71;23.10;127.14;290.00;;243.47
748.95;3924.84;22.09;127.14;290.00;;243.47
714.53;3959.26;21.07;127.14;290.00;;243.47
679.81;3993.98;20.05;127.14;290.00;;243.47
644.78;4029.01;19.02;127.14;290.00;;243.47
609.45;4064.34;17.97;127.14;290.00;;243.47
573.80;4099.99;16.92;127.14;290.00;;243.47
537.85;4135.94;15.86;127.14;290.00;;243.47
501.57;4172.22;14.79;127.14;290.00;;243.47
						
464.98;4208.81;13.71;127.14;290.00;;243.47
428.07;4245.72;12.63;127.14;290.00;;243.47
390.84;4282.95;11.53;127.14;290.00;;243.47
353.27;4320.52;10.42;127.14;290.00;;243.47
315.38;4358.41;9.30;127.14;290.00;;243.47
277.16;4396.63;8.17;127.14;290.00;;243.47
238.60;4435.19;7.04;127.14;290.00;;243.47
199.70;4474.09;5.89;127.14;290.00;;243.47
160.46;4513.33;4.73;127.14;290.00;;243.47
120.88;4552.91;3.57;127.14;290.00;;243.47
80.95;4592.84;2.39;127.14;290.00;;243.47
40.67;4637.73;1.20;127.14;290.00;;243.47
